"gene","pvalue","q_fdr","p_bonf"
"WBGene00018525",1.45e-07,1.39809540889527e-06,0.00389789
"WBGene00018124",1.46e-07,1.40723269989243e-06,0.003924772
"WBGene00003622",1.47e-07,1.41636344086022e-06,0.003951654
"WBGene00007600",1.48e-07,1.42548763883913e-06,0.003978536
"WBGene00015331",1.49e-07,1.4346053008596e-06,0.004005418
"WBGene00008692",1.5e-07,1.443716433942e-06,0.0040323
"WBGene00001910",1.52e-07,1.46244237652112e-06,0.004086064
"WBGene00001789",1.54e-07,1.48115491949911e-06,0.004139828
"WBGene00017184",1.57e-07,1.50946852646638e-06,0.004220474
"WBGene00007763",1.58e-07,1.51853986414015e-06,0.004247356
"WBGene00020987",1.59e-07,1.52705894962487e-06,0.004274238
"WBGene00021787",1.59e-07,1.52705894962487e-06,0.004274238
"WBGene00021389",1.63e-07,1.56491642857143e-06,0.004381766
"WBGene00009096",1.64e-07,1.57395501606569e-06,0.004408648
"WBGene00009801",1.66e-07,1.59258101356174e-06,0.004462412
"WBGene00003094",1.69e-07,1.62020613409415e-06,0.004543058
"WBGene00012486",1.69e-07,1.62020613409415e-06,0.004543058
"WBGene00004971",1.72e-07,1.64779187455453e-06,0.004623704
"WBGene00013079",1.72e-07,1.64779187455453e-06,0.004623704
"WBGene00000281",1.76e-07,1.68551193444959e-06,0.004731232
"WBGene00021880",1.78e-07,1.7040584045584e-06,0.004784996
"WBGene00013170",1.79e-07,1.71302171591314e-06,0.004811878
"WBGene00013979",1.83e-07,1.75005549626467e-06,0.004919406
"WBGene00021975",1.83e-07,1.75005549626467e-06,0.004919406
"WBGene00044922",1.84e-07,1.75899288762447e-06,0.004946288
"WBGene00002227",1.88e-07,1.79595451314854e-06,0.005053816
"WBGene00008725",1.88e-07,1.79595451314854e-06,0.005053816
"WBGene00015970",1.94e-07,1.85261385435169e-06,0.005215108
"WBGene00000778",1.96e-07,1.87104829545455e-06,0.005268872
"WBGene00022504",1.99e-07,1.89901242456514e-06,0.005349518
"WBGene00017678",2e-07,1.90720113515431e-06,0.0053764
"WBGene00077699",2e-07,1.90720113515431e-06,0.0053764
"WBGene00017755",2.02e-07,1.92559007092199e-06,0.005430164
"WBGene00016954",2.03e-07,1.93443672456576e-06,0.005457046
"WBGene00006816",2.06e-07,1.96232884479093e-06,0.005537692
"WBGene00006063",2.07e-07,1.97045821529745e-06,0.005564574
"WBGene00014184",2.07e-07,1.97045821529745e-06,0.005564574
"WBGene00000550",2.13e-07,2.02685522123894e-06,0.005725866
"WBGene00000503",2.15e-07,2.04371640735502e-06,0.00577963
"WBGene00016731",2.15e-07,2.04371640735502e-06,0.00577963
"WBGene00017808",2.15e-07,2.04371640735502e-06,0.00577963
"WBGene00014224",2.17e-07,2.06126996466431e-06,0.005833394
"WBGene00044268",2.17e-07,2.06126996466431e-06,0.005833394
"WBGene00016721",2.18e-07,2.07003744259979e-06,0.005860276
"WBGene00044451",2.19e-07,2.07879872881356e-06,0.005887158
"WBGene00007993",2.2e-07,2.08755382986234e-06,0.00591404
"WBGene00007791",2.22e-07,2.1050455026455e-06,0.005967804
"WBGene00012010",2.22e-07,2.1050455026455e-06,0.005967804
"WBGene00011336",2.24e-07,2.12326093088858e-06,0.006021568
"WBGene00077764",2.28e-07,2.1604145223828e-06,0.006129096
"WBGene00015230",2.29e-07,2.16912544045102e-06,0.006155978
"WBGene00007699",2.32e-07,2.19676787601268e-06,0.006236624
"WBGene00018165",2.33e-07,2.20468356212601e-06,0.006263506
"WBGene00020047",2.33e-07,2.20468356212601e-06,0.006263506
"WBGene00009119",2.34e-07,2.21336664320901e-06,0.006290388
"WBGene00019232",2.37e-07,2.24016666666667e-06,0.006371034
"WBGene00044796",2.37e-07,2.24016666666667e-06,0.006371034
"WBGene00015759",2.39e-07,2.2582769771529e-06,0.006424798
"WBGene00007489",2.41e-07,2.27637456078707e-06,0.006478562
"WBGene00004206",2.44e-07,2.30390165086056e-06,0.006559208
"WBGene00015997",2.47e-07,2.33140941011236e-06,0.006639854
"WBGene00010001",2.51e-07,2.36750245614035e-06,0.006747382
"WBGene00010266",2.51e-07,2.36750245614035e-06,0.006747382
"WBGene00012648",2.53e-07,2.38552998947738e-06,0.006801146
"WBGene00219279",2.6e-07,2.45067321178121e-06,0.00698932
"WBGene00003675",2.62e-07,2.4669295971979e-06,0.007043084
"WBGene00004736",2.62e-07,2.4669295971979e-06,0.007043084
"WBGene00044243",2.62e-07,2.4669295971979e-06,0.007043084
"WBGene00010915",2.64e-07,2.48489075630252e-06,0.007096848
"WBGene00015386",2.67e-07,2.51224851242562e-06,0.007177494
"WBGene00006625",2.7e-07,2.53958712386284e-06,0.00725814
"WBGene00304981",2.73e-07,2.56690661070304e-06,0.007338786
"WBGene00009185",2.75e-07,2.58390422929046e-06,0.00739255
"WBGene00195178",2.75e-07,2.58390422929046e-06,0.00739255
"WBGene00008995",2.81e-07,2.63935779175402e-06,0.007553842
"WBGene00022778",2.83e-07,2.65721480964024e-06,0.007607606
"WBGene00012149",2.85e-07,2.6750593575419e-06,0.00766137
"WBGene00013590",2.93e-07,2.74918883071553e-06,0.007876426
"WBGene00018359",2.98e-07,2.79512770411724e-06,0.008010836
"WBGene00019875",2.99e-07,2.8035291245204e-06,0.008037718
"WBGene00019063",3.04e-07,2.8494170153417e-06,0.008172128
"WBGene00016103",3.09e-07,2.89527291739282e-06,0.008306538
"WBGene00021616",3.11e-07,2.91299721254355e-06,0.008360302
"WBGene00018026",3.2e-07,2.99625217694183e-06,0.00860224
"WBGene00022071",3.24e-07,3.03264902506964e-06,0.008709768
"WBGene00004358",3.26e-07,3.05030699617125e-06,0.008763532
"WBGene00008137",3.27e-07,3.05859916492693e-06,0.008790414
"WBGene00018576",3.3e-07,3.08558608695652e-06,0.00887106
"WBGene00008650",3.31e-07,3.09386022253129e-06,0.008897942
"WBGene00019620",3.32e-07,3.10105072967338e-06,0.008924824
"WBGene00022060",3.32e-07,3.10105072967338e-06,0.008924824
"WBGene00000664",3.41e-07,3.18400903091351e-06,0.009166762
"WBGene00020388",3.44e-07,3.21090555555556e-06,0.009247408
"WBGene00003130",3.45e-07,3.21800485773768e-06,0.00927429
"WBGene00008272",3.45e-07,3.21800485773768e-06,0.00927429
"WBGene00019908",3.51e-07,3.27283454734651e-06,0.009435582
"WBGene00013104",3.52e-07,3.28102080443828e-06,0.009462464
"WBGene00010478",3.54e-07,3.29851923743501e-06,0.009516228
"WBGene00006913",3.64e-07,3.39052252252252e-06,0.009785048
"WBGene00023067",3.65e-07,3.39865950813994e-06,0.00981193
"WBGene00018145",3.66e-07,3.40561163032191e-06,0.009838812
"WBGene00018702",3.66e-07,3.40561163032191e-06,0.009838812
"WBGene00000670",3.67e-07,3.41373494809689e-06,0.009865694
"WBGene00019007",3.69e-07,3.43115115876859e-06,0.009919458
"WBGene00009413",3.72e-07,3.4554609536973e-06,0.010000104
"WBGene00015634",3.72e-07,3.4554609536973e-06,0.010000104
"WBGene00016413",3.72e-07,3.4554609536973e-06,0.010000104
"WBGene00001903",3.75e-07,3.48092196132597e-06,0.01008075
"WBGene00006954",3.75e-07,3.48092196132597e-06,0.01008075
"WBGene00010046",3.78e-07,3.50755816361754e-06,0.010161396
"WBGene00006586",3.8e-07,3.52489993098689e-06,0.01021516
"WBGene00008621",3.81e-07,3.53295688168334e-06,0.010242042
"WBGene00018257",3.83e-07,3.55027793103448e-06,0.010295806
"WBGene00000546",3.88e-07,3.59538641847639e-06,0.010430216
"WBGene00008175",3.95e-07,3.65772993455046e-06,0.01061839
"WBGene00009806",3.95e-07,3.65772993455046e-06,0.01061839
"WBGene00020978",3.98e-07,3.68424104683196e-06,0.010699036
"WBGene00008862",4e-07,3.70148020654045e-06,0.0107528
"WBGene00000673",4.01e-07,3.70945698554714e-06,0.010779682
"WBGene00022032",4.04e-07,3.73592294461644e-06,0.010860328
"WBGene00014229",4.14e-07,3.82707977991747e-06,0.011129148
"WBGene00003943",4.2e-07,3.87987628865979e-06,0.01129044
"WBGene00016457",4.2e-07,3.87987628865979e-06,0.01129044
"WBGene00077519",4.21e-07,3.88777808313294e-06,0.011317322
"WBGene00000379",4.23e-07,3.90490590659341e-06,0.011371086
"WBGene00010634",4.25e-07,3.92067604667124e-06,0.01142485
"WBGene00022627",4.25e-07,3.92067604667124e-06,0.01142485
"WBGene00009328",4.29e-07,3.9548621399177e-06,0.011532378
"WBGene00018398",4.29e-07,3.9548621399177e-06,0.011532378
"WBGene00013621",4.3e-07,3.96272197463147e-06,0.01155926
"WBGene00008167",4.38e-07,4.03368139773895e-06,0.011774316
"WBGene00044741",4.38e-07,4.03368139773895e-06,0.011774316
"WBGene00010885",4.39e-07,4.04150616438356e-06,0.011801198
"WBGene00017807",4.47e-07,4.11374666210202e-06,0.012016254
"WBGene00012871",4.52e-07,4.15833812457221e-06,0.012150664
"WBGene00007224",4.55e-07,4.18450564488539e-06,0.01223131
"WBGene00014082",4.56e-07,4.19226812585499e-06,0.012258192
"WBGene00006919",4.62e-07,4.24597743589744e-06,0.012419484
"WBGene00009688",4.64e-07,4.2629008885851e-06,0.012473248
"WBGene00003625",4.72e-07,4.33491766313632e-06,0.012688304
"WBGene00001993",4.77e-07,4.37784704677364e-06,0.012822714
"WBGene00015894",4.77e-07,4.37784704677364e-06,0.012822714
"WBGene00017183",4.81e-07,4.41305187713311e-06,0.012930242
"WBGene00003469",4.85e-07,4.44823268509041e-06,0.01303777
"WBGene00006672",4.86e-07,4.45588403819918e-06,0.013064652
"WBGene00020382",4.88e-07,4.47269553358336e-06,0.013118416
"WBGene00000699",4.91e-07,4.49865780504431e-06,0.013199062
"WBGene00009384",4.93e-07,4.51544327086882e-06,0.013252826
"WBGene00044521",4.97e-07,4.55052929155313e-06,0.013360354
"WBGene00021690",5e-07,4.57643854273068e-06,0.013441
"WBGene00000639",5.03e-07,4.60233015656909e-06,0.013521646
"WBGene00018167",5.08e-07,4.6464974481116e-06,0.013656056
"WBGene00009489",5.12e-07,4.68149115646259e-06,0.013763584
"WBGene00003225",5.24e-07,4.7895844950697e-06,0.014086168
"WBGene00000558",5.3e-07,4.84113489636425e-06,0.01424746
"WBGene00004301",5.3e-07,4.84113489636425e-06,0.01424746
"WBGene00011999",5.34e-07,4.87435925297114e-06,0.014354988
"WBGene00018123",5.34e-07,4.87435925297114e-06,0.014354988
"WBGene00002850",5.37e-07,4.90007942973523e-06,0.014435634
"WBGene00022760",5.44e-07,4.96226942653546e-06,0.014623808
"WBGene00018081",5.48e-07,4.99706105834464e-06,0.014731336
"WBGene00013898",5.54e-07,5.05006035944388e-06,0.014892628
"WBGene00010924",5.57e-07,5.07568610169491e-06,0.014973274
"WBGene00000399",5.58e-07,5.0830755676042e-06,0.015000156
"WBGene00018530",5.7e-07,5.19063008130081e-06,0.01532274
"WBGene00013586",5.71e-07,5.19797561801558e-06,0.015349622
"WBGene00022891",5.73e-07,5.2144163845633e-06,0.015403386
"WBGene00016896",5.76e-07,5.23994314720812e-06,0.015484032
"WBGene00010130",5.77e-07,5.24726454668471e-06,0.015510914
"WBGene00016728",5.81e-07,5.2818539059858e-06,0.015618442
"WBGene00014008",5.86e-07,5.325507775524e-06,0.015752852
"WBGene00044043",6e-07,5.45089557282866e-06,0.0161292
"WBGene00018782",6.04e-07,5.48538108108108e-06,0.016236728
"WBGene00015464",6.06e-07,5.50168591691996e-06,0.016290492
"WBGene00007512",6.07e-07,5.50518690958165e-06,0.016317374
"WBGene00011335",6.07e-07,5.50518690958165e-06,0.016317374
"WBGene00019148",6.07e-07,5.50518690958165e-06,0.016317374
"WBGene00007162",6.2e-07,5.62119392917369e-06,0.01666684
"WBGene00017636",6.36e-07,5.76431287929872e-06,0.017096952
"WBGene00000704",6.37e-07,5.77143040107853e-06,0.017123834
"WBGene00003444",6.4e-07,5.7966576819407e-06,0.01720448
"WBGene00004969",6.5e-07,5.88524755810037e-06,0.0174733
"WBGene00011191",6.53e-07,5.91041952861953e-06,0.017553946
"WBGene00015500",6.59e-07,5.96271894984854e-06,0.017715238
"WBGene00000802",6.63e-07,5.99487588294652e-06,0.017822766
"WBGene00000866",6.63e-07,5.99487588294652e-06,0.017822766
"WBGene00017201",6.65e-07,6.01093813046402e-06,0.01787653
"WBGene00016125",6.67e-07,6.02698957983193e-06,0.017930294
"WBGene00009964",6.7e-07,6.05206317204301e-06,0.01801094
"WBGene00011328",6.78e-07,6.12226939872355e-06,0.018225996
"WBGene00014003",6.81e-07,6.14729415715245e-06,0.018306642
"WBGene00022562",6.91e-07,6.23546894931185e-06,0.018575462
"WBGene00009281",6.93e-07,6.25141812080537e-06,0.018629226
"WBGene00000039",6.94e-07,6.25833881247903e-06,0.018656108
"WBGene00001984",6.96e-07,6.27426961770624e-06,0.018709872
"WBGene00018591",7.46e-07,6.72275293328864e-06,0.020053972
"WBGene00012299",7.49e-07,6.74752613941019e-06,0.020134618
"WBGene00016485",7.59e-07,6.83532261306533e-06,0.020403438
"WBGene00001839",7.62e-07,6.86004152712659e-06,0.020484084
"WBGene00007398",7.63e-07,6.86674455975896e-06,0.020510966
"WBGene00015351",7.67e-07,6.90043306559572e-06,0.020618494
"WBGene00021893",7.85e-07,7.06001003680161e-06,0.02110237
"WBGene00000667",7.86e-07,7.06427683049147e-06,0.021129252
"WBGene00020507",7.86e-07,7.06427683049147e-06,0.021129252
"WBGene00000528",7.9e-07,7.09785427807487e-06,0.02123678
"WBGene00010780",7.92e-07,7.11344604076178e-06,0.021290544
"WBGene00009592",7.95e-07,7.13800601202405e-06,0.02137119
"WBGene00013852",7.97e-07,7.15357395659432e-06,0.021424954
"WBGene00015476",8.02e-07,7.19604939919893e-06,0.021559364
"WBGene00007649",8.12e-07,7.28334467801135e-06,0.021828184
"WBGene00012201",8.2e-07,7.35264843228819e-06,0.02204324
"WBGene00022654",8.22e-07,7.36812404134712e-06,0.022097004
"WBGene00001715",8.31e-07,7.446314e-06,0.022338942
"WBGene00014813",8.32e-07,7.45279040319893e-06,0.022365824
"WBGene00004084",8.4e-07,7.5219453697535e-06,0.02258088
"WBGene00044393",8.42e-07,7.53734398934399e-06,0.022634644
"WBGene00007402",8.49e-07,7.59747603195739e-06,0.022822818
"WBGene00019586",8.5e-07,7.60389351081531e-06,0.0228497
"WBGene00001395",8.6e-07,7.69079174983367e-06,0.02311852
"WBGene00021207",8.62e-07,7.70611373461922e-06,0.023172284
"WBGene00007779",8.66e-07,7.73929920212766e-06,0.023279812
"WBGene00000074",8.74e-07,7.80819807244932e-06,0.023494868
"WBGene00000025",8.81e-07,7.86812026578073e-06,0.023683042
"WBGene00003372",8.96e-07,7.99942610428429e-06,0.024086272
"WBGene00044261",9.08e-07,8.10386985391766e-06,0.024408856
"WBGene00010834",9.16e-07,8.17255625622303e-06,0.024623912
"WBGene00009501",9.18e-07,8.18768281353683e-06,0.024677676
"WBGene00007481",9.29e-07,8.28304411276949e-06,0.024973378
"WBGene00016053",9.44e-07,8.41399469496021e-06,0.025376608
"WBGene00010300",9.5e-07,8.46466688763673e-06,0.0255379
"WBGene00019341",9.66e-07,8.60437773359841e-06,0.025968012
"WBGene00008154",9.67e-07,8.60758079470199e-06,0.025994894
"WBGene00044127",9.67e-07,8.60758079470199e-06,0.025994894
"WBGene00012158",9.72e-07,8.64922343594836e-06,0.026129304
"WBGene00044696",9.8e-07,8.71752481800132e-06,0.02634436
"WBGene00007306",9.94e-07,8.83913595765795e-06,0.026720708
"WBGene00006052",1.02e-06,9.06734126984127e-06,0.02741964
"WBGene00017869",1.03e-06,9.15320991735537e-06,0.02768846
"WBGene00009759",1.04e-06,9.23596960687149e-06,0.02795728
"WBGene00010181",1.04e-06,9.23596960687149e-06,0.02795728
"WBGene00004123",1.05e-06,9.30939973614776e-06,0.0282261
"WBGene00009865",1.05e-06,9.30939973614776e-06,0.0282261
"WBGene00013130",1.05e-06,9.30939973614776e-06,0.0282261
"WBGene00020181",1.05e-06,9.30939973614776e-06,0.0282261
"WBGene00022335",1.05e-06,9.30939973614776e-06,0.0282261
"WBGene00003964",1.08e-06,9.56907053394858e-06,0.02903256
"WBGene00005663",1.08e-06,9.56907053394858e-06,0.02903256
"WBGene00016382",1.1e-06,9.74306425041186e-06,0.0295702
"WBGene00017991",1.15e-06,1.01825757575758e-05,0.0309143
"WBGene00013986",1.17e-06,1.03562528811327e-05,0.03145194
"WBGene00015922",1.18e-06,1.04378940440935e-05,0.03172076
"WBGene00019205",1.18e-06,1.04378940440935e-05,0.03172076
"WBGene00003457",1.2e-06,1.06113157894737e-05,0.0322584
"WBGene00019812",1.21e-06,1.06962249260112e-05,0.03252722
"WBGene00012784",1.22e-06,1.07739947437582e-05,0.03279604
"WBGene00015645",1.22e-06,1.07739947437582e-05,0.03279604
"WBGene00019086",1.22e-06,1.07739947437582e-05,0.03279604
"WBGene00000298",1.23e-06,1.08587389162562e-05,0.03306486
"WBGene00017783",1.24e-06,1.09434274458306e-05,0.03333368
"WBGene00001063",1.25e-06,1.1020826500492e-05,0.0336025
"WBGene00011173",1.25e-06,1.1020826500492e-05,0.0336025
"WBGene00017172",1.25e-06,1.1020826500492e-05,0.0336025
"WBGene00001776",1.27e-06,1.11934885245902e-05,0.03414014
"WBGene00017791",1.28e-06,1.1277928548017e-05,0.03440896
"WBGene00017737",1.29e-06,1.13623132372215e-05,0.03467778
"WBGene00016763",1.31e-06,1.15346937438585e-05,0.03521542
"WBGene00000931",1.32e-06,1.1611335078534e-05,0.03548424
"WBGene00003112",1.32e-06,1.1611335078534e-05,0.03548424
"WBGene00012445",1.32e-06,1.1611335078534e-05,0.03548424
"WBGene00008354",1.33e-06,1.16954726856395e-05,0.03575306
"WBGene00010726",1.34e-06,1.17757044785878e-05,0.03602188
"WBGene00020945",1.34e-06,1.17757044785878e-05,0.03602188
"WBGene00013702",1.38e-06,1.21232549019608e-05,0.03709716
"WBGene00016544",1.39e-06,1.22071153217903e-05,0.03736598
"WBGene00021050",1.4e-06,1.22869082598759e-05,0.0376348
"WBGene00235106",1.4e-06,1.22869082598759e-05,0.0376348
"WBGene00189931",1.42e-06,1.24583681462141e-05,0.03817244
"WBGene00007479",1.43e-06,1.25379191128506e-05,0.03844126
"WBGene00011112",1.43e-06,1.25379191128506e-05,0.03844126
"WBGene00014085",1.46e-06,1.27967786110205e-05,0.03924772
"WBGene00043053",1.48e-06,1.29678487614081e-05,0.03978536
"WBGene00002258",1.49e-06,1.30512153796025e-05,0.04005418
"WBGene00044260",1.51e-06,1.32220912052117e-05,0.04059182
"WBGene00016276",1.56e-06,1.3651015625e-05,0.04193592
"WBGene00044912",1.56e-06,1.3651015625e-05,0.04193592
"WBGene00007156",1.57e-06,1.37340514155548e-05,0.04220474
"WBGene00001814",1.6e-06,1.39919323357189e-05,0.0430112
"WBGene00019064",1.66e-06,1.45119089430894e-05,0.04462412
"WBGene00012861",1.68e-06,1.46819765929779e-05,0.04516176
"WBGene00020381",1.74e-06,1.52013909652259e-05,0.04677468
"WBGene00013643",1.75e-06,1.52788242936018e-05,0.0470435
"WBGene00022876",1.75e-06,1.52788242936018e-05,0.0470435
"WBGene00016942",1.77e-06,1.54484220779221e-05,0.04758114
"WBGene00011927",1.78e-06,1.55256197274497e-05,0.04784996
"WBGene00018256",1.78e-06,1.55256197274497e-05,0.04784996
"WBGene00007536",1.8e-06,1.56898832684825e-05,0.0483876
"WBGene00012583",1.8e-06,1.56898832684825e-05,0.0483876
"WBGene00007688",1.82e-06,1.58539338950097e-05,0.04892524
"WBGene00015847",1.82e-06,1.58539338950097e-05,0.04892524
"WBGene00010034",1.83e-06,1.5935879494655e-05,0.04919406
"WBGene00001501",1.85e-06,1.61048251295337e-05,0.0497317
"WBGene00001819",0,0,0
"WBGene00014165",0,0,0
"WBGene00014168",0,0,0
"WBGene00022038",0,0,0
"WBGene00011803",0,0,0
"WBGene00022780",0,0,0
"WBGene00020194",0,0,0
"WBGene00010491",0,0,0
"WBGene00017853",0,0,0
"WBGene00003237",0,0,0
"WBGene00011744",0,0,0
"WBGene00017052",0,0,0
"WBGene00007724",0,0,0
"WBGene00011284",0,0,0
"WBGene00004999",0,0,0
"WBGene00002019",0,0,0
"WBGene00195004",0,0,0
"WBGene00008797",0,0,0
"WBGene00010633",0,0,0
"WBGene00001167",0,0,0
"WBGene00018215",0,0,0
"WBGene00016625",0,0,0
"WBGene00013946",0,0,0
"WBGene00004925",0,0,0
"WBGene00006057",0,0,0
"WBGene00020191",0,0,0
"WBGene00012436",0,0,0
"WBGene00016667",0,0,0
"WBGene00021153",0,0,0
"WBGene00018946",0,0,0
"WBGene00007969",0,0,0
"WBGene00010623",0,0,0
"WBGene00000653",0,0,0
"WBGene00019461",0,0,0
"WBGene00008649",0,0,0
"WBGene00008449",0,0,0
"WBGene00010672",0,0,0
"WBGene00045488",0,0,0
"WBGene00010744",0,0,0
"WBGene00044686",0,0,0
"WBGene00013690",0,0,0
"WBGene00007382",0,0,0
"WBGene00012274",0,0,0
"WBGene00008009",0,0,0
"WBGene00010630",0,0,0
"WBGene00000748",0,0,0
"WBGene00013478",0,0,0
"WBGene00013947",0,0,0
"WBGene00014472",0,0,0
"WBGene00008860",0,0,0
"WBGene00011645",0,0,0
"WBGene00189951",0,0,0
"WBGene00008854",0,0,0
"WBGene00019688",0,0,0
"WBGene00013481",0,0,0
"WBGene00020052",0,0,0
"WBGene00007793",0,0,0
"WBGene00009938",0,0,0
"WBGene00002018",0,0,0
"WBGene00045457",0,0,0
"WBGene00008013",0,0,0
"WBGene00014728",0,0,0
"WBGene00005085",0,0,0
"WBGene00003425",0,0,0
"WBGene00010946",0,0,0
"WBGene00009331",0,0,0
"WBGene00012553",0,0,0
"WBGene00022645",0,0,0
"WBGene00001244",0,0,0
"WBGene00011538",0,0,0
"WBGene00021943",0,0,0
"WBGene00044059",0,0,0
"WBGene00000396",0,0,0
"WBGene00007641",0,0,0
"WBGene00010035",0,0,0
"WBGene00271774",0,0,0
"WBGene00045416",0,0,0
"WBGene00011665",0,0,0
"WBGene00007300",0,0,0
"WBGene00007180",0,0,0
"WBGene00194894",0,0,0
"WBGene00021159",0,0,0
"WBGene00022421",0,0,0
"WBGene00012302",0,0,0
"WBGene00045268",0,0,0
"WBGene00008201",0,0,0
"WBGene00003231",0,0,0
"WBGene00009160",0,0,0
"WBGene00020720",0,0,0
"WBGene00004089",0,0,0
"WBGene00019255",0,0,0
"WBGene00017855",0,0,0
"WBGene00016574",0,0,0
"WBGene00004816",0,0,0
"WBGene00045275",0,0,0
"WBGene00015796",0,0,0
"WBGene00003096",0,0,0
"WBGene00219749",0,0,0
"WBGene00010222",0,0,0
"WBGene00013452",0,0,0
"WBGene00012512",0,0,0
"WBGene00007446",0,0,0
"WBGene00017837",0,0,0
"WBGene00020890",0,0,0
"WBGene00044633",0,0,0
"WBGene00007246",0,0,0
"WBGene00022390",0,0,0
"WBGene00004745",0,0,0
"WBGene00009261",0,0,0
"WBGene00017311",0,0,0
"WBGene00012596",0,0,0
"WBGene00010082",0,0,0
"WBGene00000867",0,0,0
"WBGene00001414",0,0,0
"WBGene00011808",0,0,0
"WBGene00004099",0,0,0
"WBGene00019096",0,0,0
"WBGene00044810",0,0,0
"WBGene00003527",0,0,0
"WBGene00012803",0,0,0
"WBGene00017056",0,0,0
"WBGene00219413",0,0,0
"WBGene00014170",0,0,0
"WBGene00022754",0,0,0
"WBGene00002208",0,0,0
"WBGene00010835",0,0,0
"WBGene00023404",0,0,0
"WBGene00011833",0,0,0
"WBGene00012144",0,0,0
"WBGene00021908",0,0,0
"WBGene00009660",0,0,0
"WBGene00003047",0,0,0
"WBGene00009626",0,0,0
"WBGene00009722",0,0,0
"WBGene00045433",0,0,0
"WBGene00018607",0,0,0
"WBGene00011515",0,0,0
"WBGene00013594",0,0,0
"WBGene00007112",0,0,0
"WBGene00008832",0,0,0
"WBGene00045401",0,0,0
"WBGene00015002",0,0,0
"WBGene00012212",0,0,0
"WBGene00008079",0,0,0
"WBGene00018031",0,0,0
"WBGene00007735",0,0,0
"WBGene00013435",0,0,0
"WBGene00016430",0,0,0
"WBGene00000982",0,0,0
"WBGene00004408",0,0,0
"WBGene00045509",0,0,0
"WBGene00009299",0,0,0
"WBGene00019799",0,0,0
"WBGene00000901",0,0,0
"WBGene00020269",0,0,0
"WBGene00045461",0,0,0
"WBGene00017402",0,0,0
"WBGene00001044",0,0,0
"WBGene00019168",0,0,0
"WBGene00018703",0,0,0
"WBGene00019972",0,0,0
"WBGene00007755",0,0,0
"WBGene00010244",0,0,0
"WBGene00011200",0,0,0
"WBGene00022596",0,0,0
"WBGene00019388",0,0,0
"WBGene00018130",0,0,0
"WBGene00016132",0,0,0
"WBGene00000915",0,0,0
"WBGene00011869",0,0,0
"WBGene00011531",0,0,0
"WBGene00004473",0,0,0
"WBGene00012978",0,0,0
"WBGene00010061",0,0,0
"WBGene00011524",0,0,0
"WBGene00044418",0,0,0
"WBGene00015467",0,0,0
"WBGene00008607",0,0,0
"WBGene00020983",0,0,0
"WBGene00012863",0,0,0
"WBGene00018997",0,0,0
"WBGene00022727",0,0,0
"WBGene00185014",0,0,0
"WBGene00004256",0,0,0
"WBGene00004491",0,0,0
"WBGene00007757",0,0,0
"WBGene00014094",0,0,0
"WBGene00021420",0,0,0
"WBGene00000493",0,0,0
"WBGene00019572",0,0,0
"WBGene00018608",0,0,0
"WBGene00020914",0,0,0
"WBGene00016403",0,0,0
"WBGene00002238",0,0,0
"WBGene00014201",0,0,0
"WBGene00000935",0,0,0
"WBGene00011003",0,0,0
"WBGene00008141",0,0,0
"WBGene00185076",0,0,0
"WBGene00011669",0,0,0
"WBGene00009625",0,0,0
"WBGene00022833",0,0,0
"WBGene00016790",0,0,0
"WBGene00003153",0,0,0
"WBGene00006678",0,0,0
"WBGene00013958",0,0,0
"WBGene00021635",0,0,0
"WBGene00010492",0,0,0
"WBGene00001821",0,0,0
"WBGene00002135",0,0,0
"WBGene00008259",0,0,0
"WBGene00001592",0,0,0
"WBGene00044080",0,0,0
"WBGene00008673",0,0,0
"WBGene00021386",0,0,0
"WBGene00019511",0,0,0
"WBGene00007275",0,0,0
"WBGene00018898",0,0,0
"WBGene00018531",0,0,0
"WBGene00013896",0,0,0
"WBGene00001401",0,0,0
"WBGene00016599",0,0,0
"WBGene00012837",0,0,0
"WBGene00007570",0,0,0
"WBGene00003968",0,0,0
"WBGene00077696",0,0,0
"WBGene00012692",0,0,0
"WBGene00012919",0,0,0
"WBGene00019212",0,0,0
"WBGene00016996",0,0,0
"WBGene00019646",0,0,0
"WBGene00044488",0,0,0
"WBGene00012253",0,0,0
"WBGene00006056",0,0,0
"WBGene00007169",0,0,0
"WBGene00017055",0,0,0
"WBGene00001330",0,0,0
"WBGene00007200",0,0,0
"WBGene00008270",0,0,0
"WBGene00000961",0,0,0
"WBGene00018494",0,0,0
"WBGene00206358",0,0,0
"WBGene00007587",0,0,0
"WBGene00001025",0,0,0
"WBGene00009229",0,0,0
"WBGene00015879",0,0,0
"WBGene00044784",0,0,0
"WBGene00003729",0,0,0
"WBGene00008383",0,0,0
"WBGene00004412",0,0,0
"WBGene00012330",0,0,0
"WBGene00020683",0,0,0
"WBGene00017028",0,0,0
"WBGene00198914",0,0,0
"WBGene00003837",0,0,0
"WBGene00015073",0,0,0
"WBGene00021088",0,0,0
"WBGene00004973",0,0,0
"WBGene00015193",0,0,0
"WBGene00009753",0,0,0
"WBGene00002000",0,0,0
"WBGene00010265",0,0,0
"WBGene00019537",0,0,0
"WBGene00004101",0,0,0
"WBGene00009740",0,0,0
"WBGene00020366",0,0,0
"WBGene00020237",0,0,0
"WBGene00010793",0,0,0
"WBGene00004411",0,0,0
"WBGene00003532",0,0,0
